ReferenceNumber,Make,PropulsionTypeId,BodyTypeId,GovRegion,KeeperTitleId,EngineSize,YearRegistered,Mass,CO2,CO,NOX,part,hc,Random number
995,VOLKSWAGEN,2,14,South West,1,1896,2002,1379,138,0.073,0.33,0.025,,0.795846937
3061,TOYOTA,8,14,London,1,1798,2016,1470,70,0.131,0.016,,0.033,0.540149438
2370,FORD,1,13,London,2,1242,2016,989,115,0.362,0.024,,0.043,0.860106846
2771,FORD,1,13,North West,1,1242,2016,1088,122,0.518,0.027,,0.051,0.448378404
1191,FORD,2,96,North West,1,1896,2002,1736,173,0.463,0.387,0.035,,0.154811058
2495,BMW,8,2,South West,5,1998,2016,1735,49,0.082,0.006,,0.017,0.636446382
1353,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.285186967
3069,VOLKSWAGEN,1,14,North West,2,1984,2016,1395,139,0.341,0.056,,0.053,0.843630215
464,FORD,1,13,London,4,1596,2002,1184,192,0.518,0.059,,0.115,0.872998314
2986,VAUXHALL,1,13,North West,1,1364,2016,1199,122,0.276,0.013,,0.019,0.789317661
2858,FORD,2,14,North West,5,1997,2016,1681,122,0.145,0.059,0.001,,0.416532957
1312,VAUXHALL,1,14,North West,1,1796,2016,1503,169,0.752,0.013,,0.022,0.798736476
1742,VAUXHALL,1,14,North West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.943168317
940,FORD,1,14,South West,1,1596,2002,1167,165,0.518,0.059,,0.115,0.231258574
129,FORD,1,6,South West,1,1596,2002,1180,163,0.518,0.059,,0.115,0.20184859
2738,FORD,1,96,North West,5,999,2016,1555,119,0.473,0.035,0.003,0.056,0.404057304
1179,VAUXHALL,1,13,South West,2,1199,2002,1455,154,0.211,0.031,,0.052,0.016936797
258,VOLKSWAGEN,1,13,London,4,1984,2002,1329,209,0.24,0.025,,0.065,0.880219317
1625,VOLKSWAGEN,2,14,North West,5,1598,2016,1321,99,0.167,0.069,,,0.515373601
3006,TOYOTA,8,14,North West,5,1798,2016,1470,70,0.131,0.016,,0.033,0.176947578
9,VOLKSWAGEN,1,14,London,1,1198,2002,1120,142,0.68,0.042,,0.03,0.292640533
2382,FORD,1,14,London,2,999,2016,1382,125,0.451,0.036,0.001,0.072,0.243498437
3016,BMW,2,14,North West,5,1496,2016,1395,103,0.172,0.028,,,0.225891484
818,TOYOTA,1,13,North West,2,1299,2002,1050,157,0.7,0.05,,0.12,0.94986777
2876,VAUXHALL,1,13,North West,2,1398,2016,1141,120,0.463,0.01,,0.031,0.961222585
3177,VAUXHALL,1,14,North West,2,1399,2016,1308,127,0.484,0.006,0.002,0.037,0.20061203
1992,FORD,1,96,South West,1,1596,2016,1364,149,0.3,0.024,,0.056,0.702183523
576,TOYOTA,1,14,London,1,1794,2002,1380,176,0.54,0.02,,0.04,0.296043071
674,FORD,1,14,North West,2,1388,2002,1163,158,0.662,0.052,,0.137,0.770621867
2010,FORD,2,14,North West,1,1997,2016,1788,134,0.351,0.065,0.002,,0.816352667
786,VOLKSWAGEN,2,14,North West,1,1896,2002,1393,140,0.081,0.376,0.029,,0.140553864
3721,VAUXHALL,2,6,South West,5,1598,2016,1393,89,0.268,0.047,,,0.934884206
109,VOLKSWAGEN,2,6,North West,2,1896,2002,1848,176,0.463,0.387,0.035,,0.036336326
2774,FORD,2,14,North West,2,1997,2016,1681,122,0.145,0.059,0.001,,0.9496142
651,FORD,1,14,North West,1,1596,2002,1167,165,0.518,0.059,,0.115,0.792359427
2950,FORD,2,14,North West,5,1997,2016,1788,134,0.351,0.065,0.002,,0.992928931
194,FORD,1,2,London,1,1796,2002,1209,179,0.895,0.043,,0.091,0.890453393
3711,VAUXHALL,2,96,South West,1,1956,2016,1788,161,0.052,0.05,,,0.643864854
1616,FORD,2,14,London,1,1499,2016,1170,94,0.351,0.051,,,0.026668505
246,FORD,2,6,London,1,1998,2002,1547,159,0.204,0.443,0.026,,0.341906624
177,VAUXHALL,1,14,London,1,2198,2002,1890,202,0.904,0.048,,0.076,0.530645758
154,FORD,1,14,North West,1,1596,2002,1167,165,0.518,0.059,,0.115,0.748778183
1062,FORD,1,13,South West,2,1596,2002,1154,165,0.518,0.059,,0.115,0.71973409
2452,FORD,2,96,London,5,1499,2016,1608,119,0.353,0.076,0.001,,0.256932984
1660,VAUXHALL,1,14,North West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.01607128
535,VOLKSWAGEN,1,14,London,2,1390,2002,1183,156,0.165,0.047,,0.075,0.351080847
1755,VAUXHALL,1,14,North West,1,1398,2016,1163,118,0.463,0.01,,0.031,0.840592436
949,FORD,1,14,London,1,1596,2002,1167,165,0.518,0.059,,0.115,0.476989171
3182,FORD,1,14,North West,1,1242,2016,1095,122,0.518,0.027,,0.051,0.197007176
3528,BMW,2,2,South West,5,1995,2016,1705,119,0.144,0.031,,,0.254685773
1622,VOLKSWAGEN,2,96,North West,5,1968,2016,1554,136,0.136,0.036,,,0.976164567
3768,BMW,1,6,London,2,1998,2016,1615,143,0.403,0.018,,0.065,0.233720376
2723,FORD,2,14,North West,5,1997,2016,1524,110,0.243,0.067,,,0.15843614
1018,FORD,1,14,North West,2,1388,2002,1097,158,0.562,0.026,,0.08,0.369954884
1203,VAUXHALL,1,96,North West,2,1199,2002,1340,156,0.348,0.032,,0.055,0.162921711
436,BMW,2,13,South West,1,1995,2002,1470,148,0.101,0.377,0.037,,0.767110193
3607,BMW,2,5,South West,2,2993,2016,2140,159,0.186,0.057,,,0.808767576
822,FORD,1,6,North West,1,1596,2002,1180,165,0.518,0.059,,0.115,0.139458807
3672,FORD,1,14,South West,1,998,2016,1171,99,0.355,0.041,0.001,0.067,0.009877103
123,FORD,2,14,South West,2,1399,2002,1166,121,0.154,0.423,0.036,,0.317708882
30,BMW,1,6,London,1,2979,2002,1610,235,0.447,0.013,,0.062,0.396762342
3539,VAUXHALL,1,14,South West,5,1364,2016,1394,145,0.593,0.011,,0.03,0.661924115
3546,VOLKSWAGEN,2,14,South West,1,1968,2016,1395,114,0.133,0.067,,,0.087261217
3696,VAUXHALL,2,14,South West,5,1598,2016,1350,103,0.17,0.032,0.001,,0.741586728
807,VOLKSWAGEN,2,2,North West,1,1896,2002,1557,154,0.181,0.313,0.04,,0.405451234
3322,BMW,2,14,London,1,1496,2016,1425,103,0.086,0.025,,,0.731336158
401,VOLKSWAGEN,1,14,South West,2,1198,2002,1132,142,0.68,0.042,,0.03,0.112627241
1079,BMW,7,6,South West,1,2494,2002,1710,252,0.382,0.006,,0.045,0.710867712
2430,VAUXHALL,2,14,London,5,1598,2016,1462,134,0.058,0.054,,,0.948400605
2764,TOYOTA,1,14,North West,2,998,2016,925,95,0.59,0.008,,0.033,0.15961401
3088,VOLKSWAGEN,2,6,North West,1,1968,2016,1705,137,0.083,0.036,,,0.642467537
2917,FORD,2,14,South West,5,1997,2016,1648,117,0.311,0.073,,,0.576477024
3267,FORD,1,13,North West,2,1242,2016,989,115,0.362,0.024,,0.043,0.128836896
3536,VAUXHALL,1,96,South West,5,1364,2016,1613,158,0.65,0.018,,0.03,0.048756155
2429,FORD,2,6,South West,5,1997,2016,1661,109,0.183,0.046,,,0.805592798
2298,FORD,1,4,North West,1,2261,2016,1793,225,0.472,0.029,0.002,0.045,0.004578201
1342,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.09144249
1480,FORD,2,14,North West,1,1499,2016,1399,98,0.354,0.074,,,0.754528887
1997,FORD,2,96,North West,1,1499,2016,1533,109,0.338,0.07,,,0.169933089
28,FORD,2,14,North West,1,1998,2002,1506,156,0.204,0.443,0.026,,0.551777458
2322,FORD,1,14,North West,1,2261,2016,1583,175,0.239,0.046,0.001,0.048,0.090709105
2490,TOYOTA,8,96,London,5,1798,2016,1605,96,0.1,0.006,,0.013,0.04937266
249,FORD,2,2,London,1,1998,2002,1506,156,0.204,0.443,0.026,,0.001458907
1065,VOLKSWAGEN,2,6,South West,2,1896,2002,1435,143,0.073,0.33,0.025,,0.474596705
793,VOLKSWAGEN,2,13,North West,2,1422,2002,1191,122,0.075,0.386,0.025,,0.535523877
1510,FORD,1,14,London,5,998,2016,1177,99,0.355,0.041,0.001,0.067,0.647145547
3220,VOLKSWAGEN,1,14,North West,1,999,2016,1055,106,0.407,0.016,,0.034,0.89843957
3733,VAUXHALL,1,14,South West,5,999,2016,1263,102,0.328,0.026,0.002,0.028,0.802843819
360,FORD,1,14,North West,2,1596,2002,1167,165,0.518,0.059,,,0.467859222
188,VAUXHALL,1,14,South West,2,1199,2002,1455,154,0.211,0.031,,0.052,0.034481372
2849,FORD,1,14,North West,5,1596,2016,1144,138,0.314,0.017,,0.037,0.860278649
3677,VOLKSWAGEN,2,14,South West,2,1598,2016,1321,99,0.167,0.069,,,0.397117769
369,VOLKSWAGEN,1,14,North West,1,1198,2002,1132,142,0.474,0.015,,0.032,0.341033724
1765,VAUXHALL,1,14,South West,5,1398,2016,1163,120,0.463,0.01,,0.031,0.3661217
2092,VAUXHALL,2,96,South West,5,1598,2016,1923,145,0.316,0.041,,,0.124957372
3041,FORD,2,6,North West,2,1997,2016,2030,152,0.314,0.042,0.001,,0.579525631
3393,FORD,2,14,South West,5,1997,2016,1524,110,0.243,0.067,,,0.984447789
1787,FORD,1,13,North West,1,1596,2016,1211,138,0.3,0.01,0.001,0.052,0.296183491
3115,FORD,2,14,North West,5,1499,2016,1399,99,0.354,0.074,,,0.673199756
1250,TOYOTA,1,14,London,2,1299,2002,0,144,0.88,0.04,,0.1,0.075748775
2989,VAUXHALL,1,14,North West,5,1399,2016,1308,127,0.484,0.006,0.002,0.037,0.827416453
3028,FORD,1,13,North West,2,998,2016,1175,104,0.33,0.031,0.001,0.06,0.825696465
1278,VOLKSWAGEN,2,14,South West,4,1896,2002,1298,140,0.436,0.314,0.036,,0.784508485
3635,VAUXHALL,1,14,South West,2,1364,2016,1394,145,0.593,0.011,,0.03,0.675497406
557,BMW,1,2,London,1,1796,2002,1385,172,0.76,,,,0.46631116
2058,VOLKSWAGEN,1,6,South West,5,1984,2016,1574,162,0.609,0.047,,0.06,0.428532161
1235,VAUXHALL,1,13,North West,1,973,2002,1430,135,0.342,0.048,,0.06,0.213783387
3444,VOLKSWAGEN,1,14,South West,5,1984,2016,1486,165,0.522,0.05,,0.053,0.093299458
3246,VAUXHALL,2,96,North West,1,1598,2016,1701,119,0.295,0.053,,,0.748216706
1802,VAUXHALL,1,14,London,1,1598,2016,1355,159,0.809,0.012,,0.051,0.040016757
3499,VOLKSWAGEN,1,14,South West,2,1395,2016,1247,120,0.158,0.034,,0.028,0.830073981
3429,VAUXHALL,1,14,South West,1,999,2016,1034,104,0.407,0.004,,0.02,0.868179389
3658,VOLKSWAGEN,2,2,South West,5,1968,2016,1549,119,0.081,0.058,,,0.783870572
3436,VOLKSWAGEN,1,5,South West,2,1395,2016,1280,125,0.139,0.041,0.001,0.037,0.306963864
1982,FORD,2,14,South West,1,1499,2016,1398,115,0.463,0.039,,,0.47816172
3411,VOLKSWAGEN,2,13,South West,5,1968,2016,1377,114,0.133,0.067,,,0.456461261
1752,VAUXHALL,1,14,North West,1,1364,2016,1394,145,0.593,0.011,,0.03,0.112583632
643,FORD,1,13,North West,1,1596,2002,1184,192,0.518,0.059,,0.115,0.512928944
574,TOYOTA,1,5,London,4,1794,2002,1260,185,1.22,0.03,,0.13,0.82081677
655,FORD,1,14,London,2,1388,2002,1097,158,0.562,0.026,,0.08,0.443531508
2733,FORD,1,14,North West,5,1498,2016,1645,143,0.913,0.058,0.002,0.054,0.328541083
1906,FORD,2,14,South West,5,1997,2016,1681,122,0.145,0.059,0.001,,0.568299004
2924,VOLKSWAGEN,1,14,South West,5,1395,2016,1280,112,0.252,0.04,,0.055,0.268159071
2869,VAUXHALL,1,96,North West,5,1364,2016,1471,166,0.439,0.024,,0.03,0.659895106
3456,VAUXHALL,2,14,South West,5,1956,2016,1613,114,0.08,0.06,,,0.422353204
1301,FORD,1,14,South West,5,1498,2016,1756,171,0.559,0.04,0.004,0.045,0.452164243
1773,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.433653273
646,FORD,1,14,North West,4,1388,2002,1097,153,0.562,0.026,,0.08,0.938399455
3414,VAUXHALL,1,14,South West,1,999,2016,1263,102,0.328,0.026,0.002,0.028,0.349425513
3073,VOLKSWAGEN,1,13,South West,5,1984,2016,1476,165,0.522,0.05,,0.053,0.11135506
2828,FORD,1,14,North West,1,1242,2016,1095,122,0.518,0.027,,0.051,0.717483518
1507,FORD,1,14,London,5,998,2016,1177,99,0.355,0.041,0.001,0.067,0.342688468
64,FORD,1,14,North West,1,1596,2002,1167,165,0.518,0.059,,0.115,0.641239164
2809,VAUXHALL,1,13,North West,2,1229,2016,1086,125,0.474,0.013,,0.038,0.393782689
1266,BMW,2,2,South West,1,2926,2002,1595,178,0.323,0.437,0.033,,0.216511377
3337,BMW,8,2,South West,5,1998,2016,1735,49,0.082,0.006,,0.017,0.063558042
1650,FORD,2,96,South West,5,1997,2016,1828,129,0.239,0.048,,,0.411461141
1768,VAUXHALL,2,6,North West,5,1956,2016,1733,124,0.077,0.047,,,0.0996463
2763,TOYOTA,1,13,North West,2,998,2016,925,95,0.59,0.008,,0.033,0.475338839
865,VOLKSWAGEN,2,14,South West,1,1896,2002,0,146,0.081,,,,0.187849749
2734,FORD,2,96,North West,5,1499,2016,1564,113,0.459,0.054,,,0.780464546
2312,BMW,2,6,South West,5,1496,2016,1555,109,0.091,0.063,,,0.720148828
3002,VAUXHALL,1,14,North West,5,1364,2016,1394,145,0.593,0.011,,0.03,0.233753402
1279,FORD,2,6,South West,2,1998,2002,1547,159,0.204,0.443,0.026,,0.617086686
298,FORD,1,14,North West,1,1596,2002,1167,165,0.518,0.059,,0.115,0.79079671
1163,FORD,2,14,London,1,1399,2002,1166,117,0.154,0.423,0.036,,0.306323565
262,TOYOTA,1,14,London,2,1398,2002,1240,162,0.38,0.07,,0.11,0.685911934
1916,TOYOTA,1,14,London,2,1329,2016,1123,114,0.348,0.007,,0.043,0.921368501
3554,BMW,2,2,South West,5,2993,2016,1870,132,0.24,0.026,,,0.485946372
687,FORD,1,14,North West,2,1388,2002,1163,158,0.662,0.052,,0.137,0.4617917
1961,FORD,1,14,South West,1,1498,2016,1645,143,0.913,0.058,0.002,0.054,0.586887871
2877,VOLKSWAGEN,1,13,North West,1,999,2016,1055,106,0.407,0.016,,0.034,0.804608696
201,VAUXHALL,1,13,London,2,1199,2002,1430,154,0.211,0.031,,0.052,0.665580051
1440,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.224932912
2957,FORD,1,14,North West,1,1242,2016,1095,122,0.518,0.027,,0.051,0.373954763
1431,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.774758925
439,VOLKSWAGEN,2,14,South West,2,1896,2002,1353,138,0.073,0.33,0.025,,0.475734085
2671,FORD,1,96,London,1,1999,2016,1775,180,0.309,0.028,0.002,0.033,0.513998329
1976,FORD,2,96,North West,4,1997,2016,1672,129,0.198,0.027,,,0.081426143
1920,VAUXHALL,1,14,London,5,1364,2016,1409,149,0.699,0.008,,0.044,0.307920291
2353,BMW,1,14,London,1,1499,2016,1380,123,0.164,0.016,,0.041,0.11963814
2025,FORD,1,14,South West,5,998,2016,1171,99,0.355,0.041,0.001,0.067,0.476899289
444,VAUXHALL,1,14,South West,1,1199,2002,1455,154,0.211,0.031,,0.052,0.362050709
2714,BMW,2,5,London,5,1995,2016,1485,104,0.101,0.019,,,0.159331912
3457,VOLKSWAGEN,2,14,South West,5,1968,2016,1373,109,0.1,0.07,,,0.023273237
3117,VOLKSWAGEN,1,14,North West,5,1395,2016,1271,116,0.154,0.029,,0.044,0.934139838
3086,VOLKSWAGEN,1,14,London,1,1984,2016,1505,159,0.609,0.047,,0.06,0.738911207
1948,FORD,1,14,London,5,1498,2016,1377,149,0.297,0.037,,0.034,0.333685473
1793,TOYOTA,8,6,North West,2,2494,2016,1815,118,0.267,0.009,,0.049,0.038001605
176,VAUXHALL,1,14,London,2,1199,2002,1455,154,0.211,0.031,,0.052,0.756678917
98,VAUXHALL,1,14,North West,4,1199,2002,1430,154,0.211,0.031,,0.052,0.904107402
613,VAUXHALL,1,14,London,2,1389,2002,1545,192,0.287,0.057,,0.065,0.881475905
160,FORD,2,6,North West,1,1753,2002,1755,145,0.109,0.489,,0.018,0.053287453
932,FORD,1,13,London,2,1299,2002,965,154,0.395,0.103,,0.061,0.067317806
1994,FORD,2,14,South West,1,1499,2016,1183,82,0.358,0.062,,,0.601300422
2461,FORD,2,6,South West,5,1499,2016,1425,98,0.354,0.074,,,0.233307581
2773,FORD,2,14,North West,1,1997,2016,1681,122,0.145,0.059,0.001,,0.708122135
2224,FORD,2,96,South West,5,1499,2016,1461,105,0.419,0.043,,,0.105402941
2195,BMW,2,6,South West,1,1995,2016,1625,128,0.103,0.018,,,0.592966527
925,FORD,1,14,South West,1,1798,2002,1396,187,0.375,0.091,,0.077,0.157704373
1600,VOLKSWAGEN,2,14,North West,5,1598,2016,1321,99,0.167,0.069,,,0.186893405
3068,FORD,1,14,South West,5,1498,2016,1756,171,0.559,0.04,0.004,0.045,0.23307072
2652,VAUXHALL,2,14,London,1,1956,2016,1664,147,0.078,0.062,,,0.671731809
3145,VOLKSWAGEN,1,14,North West,5,1395,2016,1316,113,0.242,0.033,,0.048,0.181003994
1247,FORD,2,14,South West,2,1753,2002,1288,145,0.347,0.489,0.044,0.042,0.78019452
3055,BMW,1,5,North West,5,1998,2016,1615,127,0.151,0.025,,0.04,0.351912123
1248,TOYOTA,1,6,London,2,1998,2002,1460,211,0.61,0.04,,0.07,0.897023737
1900,TOYOTA,8,14,London,1,1798,2016,1470,76,0.131,0.016,,0.033,0.928687444
1013,BMW,1,5,London,1,3246,2002,1570,287,0.779,0.031,,0.125,0.920232932
2674,TOYOTA,8,6,London,1,1798,2016,1490,83,0.182,0.005,,0.036,0.687500654
2893,BMW,2,14,North West,5,1496,2016,1395,103,0.172,0.028,,,0.630812636
1553,FORD,1,13,South West,1,1596,2016,1211,138,0.3,0.01,0.001,0.052,0.915168479
3644,VOLKSWAGEN,1,14,South West,1,1197,2016,1107,107,0.157,0.039,,0.022,0.924522443
2527,BMW,2,14,South West,5,1496,2016,1395,94,0.172,0.028,,,0.692345021
2153,VOLKSWAGEN,2,14,South West,5,1598,2016,1321,99,0.167,0.069,,,0.848757269
2798,VAUXHALL,1,13,North West,2,1398,2016,1141,120,0.463,0.01,,0.031,0.966856889
1126,FORD,1,14,South West,4,1388,2002,1097,153,0.562,0.026,,0.08,0.718275487
3076,FORD,2,14,South West,5,1499,2016,1394,99,0.354,0.074,,,0.658220161
2968,VAUXHALL,1,14,North West,5,1364,2016,1409,149,0.699,0.008,,0.044,0.945262401
1502,VAUXHALL,1,13,North West,1,999,2016,1163,115,0.367,0.024,0.002,0.035,0.043388668
1608,TOYOTA,8,6,South West,5,1798,2016,1520,92,0.182,0.005,,0.036,0.664211001
1816,VAUXHALL,1,14,North West,1,1398,2016,1163,118,0.463,0.01,,0.031,0.853859337
1005,VAUXHALL,2,14,South West,1,1686,2002,1745,130,0.101,0.429,0.031,,0.683899361
2061,VOLKSWAGEN,1,14,London,1,1197,2016,1229,113,0.236,0.024,,0.026,0.8809021
743,VAUXHALL,1,14,South West,1,1598,2002,1660,171,0.695,0.019,,0.054,0.049145285
1283,TOYOTA,1,14,London,2,998,2002,0,137,0.43,0.03,,0.12,0.089149819
3214,FORD,2,14,North West,5,1997,2016,1681,122,0.145,0.059,0.001,,0.576297398
1624,VOLKSWAGEN,2,96,North West,5,1968,2016,1554,136,0.136,0.036,,,0.083184473
363,FORD,1,14,North West,1,1596,2002,0,165,0.518,0.059,,,0.987327887
1978,FORD,1,14,South West,2,998,2016,1168,114,0.206,0.034,,0.05,0.407035344
2997,FORD,1,14,North West,5,1498,2016,1645,143,0.913,0.058,0.002,0.054,0.38974283
653,FORD,1,14,North West,2,1596,2002,1167,165,0.518,0.059,,0.115,0.960523309
2696,FORD,1,14,London,1,999,2016,1333,108,0.447,0.03,0.002,0.076,0.380071042
3538,VOLKSWAGEN,1,13,South West,2,1197,2016,1107,107,0.157,0.039,,0.022,0.010262092
3170,VOLKSWAGEN,1,14,North West,2,999,2016,1055,108,0.535,0.012,,0.039,0.063318995
1807,FORD,1,14,North West,5,998,2016,1177,99,0.355,0.041,0.001,0.067,0.256362875
1946,BMW,2,13,South West,5,1496,2016,1395,89,0.119,0.037,,,0.429933819
3460,VOLKSWAGEN,2,6,South West,5,1968,2016,1590,110,0.299,0.068,,,0.669120193
270,BMW,2,2,South West,1,2926,2002,1700,189,0.075,0.436,,,0.98686049
385,VAUXHALL,1,14,South West,1,1199,2002,1455,154,0.211,0.031,,0.052,0.408084794
2517,VAUXHALL,2,14,South West,5,1598,2016,1613,99,0.056,0.054,,,0.439621378
1993,FORD,2,14,London,2,1997,2016,1681,122,0.145,0.059,0.001,,0.528353479
3792,BMW,2,5,North West,1,2993,2016,1750,145,0.293,0.057,,,0.935096226
634,VAUXHALL,1,14,North West,4,1598,2002,1680,197,0.357,0.029,,0.044,0.487468464
2079,VOLKSWAGEN,2,6,London,5,1598,2016,1395,102,0.167,0.069,,,0.433062657
2590,FORD,2,14,South West,5,1499,2016,1553,94,0.407,0.07,,,0.722671283
142,BMW,1,4,London,4,2494,2002,1615,230,0.494,0.017,,0.079,0.297841876
2553,VAUXHALL,2,14,London,1,1598,2016,1364,119,0.015,0.019,,,0.852405945
2428,VAUXHALL,1,14,South West,1,1364,2016,1409,149,0.699,0.008,,0.044,0.120006703
3369,FORD,2,14,South West,5,1997,2016,1642,107,0.183,0.046,,,0.695826029
1270,FORD,2,14,South West,2,1753,2002,0,145,0.109,0.489,,0.018,0.923992853
3699,VOLKSWAGEN,1,14,South West,1,1984,2016,1373,139,0.341,0.056,,0.053,0.901888089
1482,FORD,2,14,London,5,1997,2016,1671,128,0.329,0.042,,,0.340316872
2443,BMW,2,14,South West,5,1496,2016,1395,106,0.172,0.028,,,0.186300808
1610,VOLKSWAGEN,2,6,South West,5,1968,2016,1503,107,0.137,0.067,,,0.833958703
1124,FORD,1,14,South West,1,1596,2002,1167,165,0.518,0.059,,0.115,0.879516838
578,VOLKSWAGEN,1,14,South West,1,1598,2002,1304,168,0.504,0.047,,0.083,0.54414678
3356,TOYOTA,8,14,South West,5,1798,2016,1470,76,0.131,0.016,,0.033,0.000384911
245,FORD,1,13,London,2,1299,2002,965,154,0.395,0.103,,0.061,0.318087291
3014,VOLKSWAGEN,1,14,North West,5,1395,2016,1247,120,0.158,0.034,,0.028,0.464898941
2887,FORD,1,14,North West,2,998,2016,1177,99,0.355,0.041,0.001,0.067,0.958024644
1583,VAUXHALL,2,14,South West,5,1248,2016,1225,85,0.141,0.063,,,0.98814886
2042,VAUXHALL,1,14,London,2,1398,2016,1163,118,0.463,0.01,,0.031,0.897610795
3104,VAUXHALL,2,14,North West,1,1956,2016,1613,118,0.08,0.06,,,0.647507623
403,FORD,1,13,South West,2,1299,2002,965,154,0.395,0.103,,0.061,0.122734268
1306,VAUXHALL,2,6,South West,5,1598,2016,1393,89,0.268,0.047,,,0.519431591
347,VOLKSWAGEN,2,2,London,1,1896,2002,1492,146,0.137,0.42,0.03,,0.516832965
2331,BMW,2,6,South West,5,1995,2016,1810,123,0.144,0.031,,,0.643907604
198,FORD,1,96,London,2,2792,2002,1736,278,0.449,0.016,,0.061,0.457967335
1116,FORD,1,14,South West,1,1388,2002,1097,153,0.562,0.026,,0.08,0.419635038
2926,VAUXHALL,2,6,North West,5,1598,2016,1393,99,0.243,0.029,,,0.919020611
3762,VOLKSWAGEN,1,5,North West,1,1395,2016,1280,125,0.139,0.041,0.001,0.037,0.634520366
1484,FORD,2,14,South West,1,1997,2016,1773,135,0.217,0.078,,,0.307831001
2192,VAUXHALL,1,13,South West,1,1398,2016,1141,118,0.463,0.01,,0.031,0.022168052
1550,FORD,1,14,South West,1,2261,2016,1583,175,0.239,0.046,0.001,0.048,0.387515916
3166,VOLKSWAGEN,2,14,North West,4,1598,2016,1321,99,0.167,0.069,,,0.563705825
2403,FORD,2,96,London,5,1997,2016,1797,139,0.179,0.039,,,0.684813708
2711,BMW,8,2,South West,5,1998,2016,1735,45,0.082,0.006,,0.017,0.408369843
1162,FORD,1,14,North West,2,1596,2002,1167,165,0.518,0.059,,0.115,0.835956829
3415,VOLKSWAGEN,1,14,South West,5,1984,2016,1486,165,0.522,0.05,,0.053,0.207033626
1105,TOYOTA,1,14,South West,4,1598,2002,1290,168,0.55,0.03,,0.06,0.304942805
1794,VAUXHALL,1,14,South West,1,999,2016,1263,102,0.328,0.026,0.002,0.028,0.420033459
1345,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.099618302
2654,VAUXHALL,1,14,London,1,1364,2016,1394,145,0.593,0.011,,0.03,0.943141062
2242,BMW,1,5,London,1,2979,2016,1615,194,0.139,0.035,,0.035,0.319459641
1712,VAUXHALL,1,14,North West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.832257426
3180,VAUXHALL,2,14,North West,5,1598,2016,1396,109,0.32,0.024,,,0.203478893
1534,FORD,1,14,South West,1,2261,2016,1583,175,0.239,0.046,0.001,0.048,0.425216963
203,VOLKSWAGEN,1,14,London,2,1198,2002,1143,142,0.68,0.042,,0.03,0.334822889
2839,FORD,1,14,North West,1,998,2016,1177,99,0.355,0.041,0.001,0.067,0.192015827
1387,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.472375657
2048,TOYOTA,8,14,North West,1,1497,2016,1176,75,0.196,0.006,,0.043,0.215520607
2391,BMW,1,14,London,1,1499,2016,1380,126,0.164,0.016,,0.041,0.475672921
3698,VOLKSWAGEN,1,13,South West,1,1798,2016,1272,139,0.245,0.021,,0.05,0.043480944
686,FORD,1,13,North West,1,1388,2002,1150,158,0.662,0.052,,0.137,0.330740852
1164,VOLKSWAGEN,1,13,South West,2,1390,2002,1012,149,0.294,0.03,,0.067,0.348956849
3374,FORD,2,14,South West,5,1997,2016,1642,107,0.183,0.046,,,0.119945072
2978,VOLKSWAGEN,1,13,North West,2,999,2016,1055,106,0.407,0.016,,0.034,0.745814247
2695,BMW,1,5,London,2,1998,2016,1615,134,0.151,0.025,,0.04,0.461380221
224,FORD,1,14,London,1,1988,2002,1251,222,0.698,0.058,,0.056,0.753784423
943,FORD,1,14,North West,1,1596,2002,1167,165,0.518,0.059,,0.115,0.434837905
168,TOYOTA,1,14,North West,2,998,2002,1050,137,0.43,0.03,,0.12,0.675973511
593,BMW,1,2,London,1,2171,2002,1500,226,0.498,0.014,,0.105,0.280528037
3009,VOLKSWAGEN,1,13,South West,5,1798,2016,1272,139,0.245,0.021,,0.05,0.816020686
228,FORD,1,14,London,1,1596,2002,1189,192,0.518,0.059,,0.115,0.397783561
